Folder_Name;Clean_Title;Search_Title;Platforms;Year_Folder;Path_Root;Path_Video;Untested;Metadata_Locked;Status_Flag;Summary;Genre;Developer;Publisher;Image_Link;Trailer_Link;Original_Release_Date;Remake_Release_Date;Developer / Publisher;Poster_URL;Empty
Marble It Up!;Marble It Up!;Marble It Up!;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Marble It Up!;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Marble It Up!.mp4;False;False;OK;A love letter to the classic marble games. Help Marble find his lost marbles and roll through physics-powered worlds packed with wild challenges and quirky contraptions.;Racing, Adventure;;;./images\Marble It Up.jpg;;2026.0;;;images\Marble It Up!.jpg;False
Marblize;Marblize;Marblize;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Marblize;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Marblize.mp4;False;False;OK;Marblize is a physics-based puzzle platformer where you must traverse through obstacles and hazards, solve challenging logic puzzles, and collect various collectables to customize your marble. Play through over 60 levels of varying difficulty in captivating worlds. Play casually through the levels or go for the challenge and complete alternate objectives and get the gold!;Indie;;;./images\Marblize.jpg;;2016.0;;;images\Marblize.jpg;False
Mindball Play;Mindball Play;Mindball Play;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Mindball Play;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Mindball Play.mp4;False;False;OK;Race the ball through the handmade unique colorful sci-fi tracks, bump into walls, avoid laser beams and jump from platforms up to new levels. Use power ups to craft your racing strategy, push, collide and wipe out your opponents. Play with keyboard, controls OR a headband and just focus - no hands!;Racing, Simulator, Indie;;;./images\Mindball Play.jpg;;2016.0;;;images\Mindball Play.jpg;False
Pinball Breeze;Pinball Breeze;Pinball Breeze;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Pinball Breeze;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Pinball Breeze.mp4;False;False;OK;A pinball game with 10 tables across 3 themes. It includes Table Modification (where the player places elements before starting a table), mission progression (so you can actually finish a table), a forgiving Tilt mechanic and Online Leaderboards.;Pinball, Indie;;;./images\Pinball Breeze.jpg;;2025.0;;;images\Pinball Breeze.jpg;False
Pinball FX;Pinball FX;Pinball FX;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Pinball FX;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Pinball FX.mp4;False;;NEW;Travel to distant words, prove your honor and cunning on 3 amazing tables of the Gearbox Pinball Pack. Includes Homeworld: Journey to Hiigara Pinball, Borderlands: Vault Hunter Pinball, Brothers in Arms: Win the War Pinball.;;;;;;;;;images\Pinball FX.jpg;False
Pinball Spire;Pinball Spire;Pinball Spire;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Pinball Spire;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Pinball Spire.mp4;False;False;OK;Action adventure meets pinball in this one-of-a-kind pinballvania adventure. When a mysterious spire appears from thin air, it's up to an intrepid pinball to bump, spin, shoot, and flip its way to the top and solve the tower’s mysteries!;Platform, Simulator, Pinball, Adventure, Arcade;;;./images\Pinball Spire.jpg;;2024.0;;;images\Pinball Spire.jpg;False
Sky Ball;Sky Ball;Sky Ball;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Sky Ball;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Sky Ball.mp4;False;False;OK;In this game you will visit the heavenly islands. Manage the ball get to the final point without falling, while you decide to solve all kinds of puzzles.;Puzzle, Strategy, Indie;;;./images\Sky Ball.jpg;;2018.0;;;images\Sky Ball.jpg;False
Spheritis;Spheritis;Spheritis;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Spheritis;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Spheritis.mp4;False;False;OK;"Spheritis is a 3D race puzzle game where the player controls a ball which properties and special abilities can be changed.
Explore the levels and find ways to pass the traps to reach the exit.";Racing, Indie;;;./images\Spheritis.jpg;;2015.0;;;images\Spheritis.jpg;False
Switchball HD;Switchball HD;Switchball HD;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Switchball HD;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\Switchball HD.mp4;False;False;OK;Transform the Marble ball with metal, electric and lighter-than-air properties to solve 3D puzzles based on real-world physics in the quickest time. More than 30 challenging levels!;Platform, Puzzle, Simulator, Adventure, Indie;;;./images\Switchball HD.jpg;;2021.0;;;images\Switchball HD.jpg;False
XenoTilt Hostile Pinball Action;XenoTilt Hostile Pinball Action;XenoTilt Hostile Pinball Action;Warez;;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\XenoTilt Hostile Pinball Action;\\madhdd02\Software\GAMES\GAMES\BALL GAMES\XenoTilt Hostile Pinball Action.mp4;False;False;OK;Lightning strikes again!! Xenotilt, the sequel to the cult hit, Demon's Tilt. Get ready for another pinball fantasy. Xenotilt shreds the envelope with face-melting gameplay & graphics.;Shooter, Simulator, Pinball, Indie, Arcade;;;./images\XenoTilt Hostile Pinball Action.jpg;;2024.0;;;images\XenoTilt Hostile Pinball Action.jpg;False
A way out;A way out;A way out;Warez;;\\madhdd02\Software\GAMES\GAMES\COOP\A way out;\\madhdd02\Software\GAMES\GAMES\COOP\A way out.mp4;False;False;OK;Milky Way Prince: The Vampire Star is a visual novel that explores themes of abuse, idealization, and intimacy within a romantic relationship. Players experience a summer of dysfunctional love through branching storylines, unexpected twists, and a unique mechanic that allows selection of sensory interactions with the protagonist’s boyfriend.;Simulator, Adventure, Indie, Visual Novel;;;./images\A way out.jpg;;2020.0;;;images\A way out.jpg;False
Brothers A Tale Of Two Sons Remake;Brothers A Tale Of Two Sons Remake;Brothers A Tale Of Two Sons;Warez;;\\madhdd02\Software\GAMES\GAMES\COOP\Brothers A Tale Of Two Sons Remake;\\madhdd02\Software\GAMES\GAMES\COOP\Brothers A Tale Of Two Sons Remake.mp4;False;False;OK;"Brothers is presented from a third-person view overlooking the two brothers. The brothers are moved individually by two thumbsticks on the controller. The controller triggers also cause the respective brother to interact with the game world, such as talking to a non-player character or grabbing onto a ledge or object.

The older brother is the stronger of the two and can pull levers or boost his younger brother to higher spaces, while the younger one can pass between narrow bars. The player progresses by manipulating the two brothers at the same time to complete various puzzles, often requiring the player to manipulate both brothers to perform differing functions (such as one distracting a hostile non-player character while the other makes their way around).

Should either brother fall from a great height or get injured, the game restarts at a recent checkpoint. All of the in-game dialogue is spoken in a fictional language, thus the story is conveyed through actions, gestures and expressions.";Puzzle, Adventure, Indie;;;./images\Brothers A Tale Of Two Sons Remake.jpg;;2013.0;;;images\Brothers A Tale Of Two Sons Remake.jpg;False
It Takes Two;It Takes Two;It Takes Two;Warez;;\\madhdd02\Software\GAMES\GAMES\COOP\It Takes Two;\\madhdd02\Software\GAMES\GAMES\COOP\It Takes Two.mp4;False;False;OK;Embark on the craziest journey of your life in It Takes Two, a genre-bending platform adventure created purely for co-op. Invite a friend to join for free with Friend’s Pass and work together across a huge variety of gleefully disruptive gameplay challenges. Play as the clashing couple Cody and May, two humans turned into dolls by a magic spell. Together, trapped in a fantastical world where the unpredictable hides around every corner, they are reluctantly challenged with saving their fractured relationship.;Platform, Puzzle, Adventure;;;./images\It Takes Two.jpg;;2021.0;;;images\It Takes Two.jpg;False
Lego Voyagers;Lego Voyagers;Lego Voyagers;Warez;;\\madhdd02\Software\GAMES\GAMES\COOP\Lego Voyagers;\\madhdd02\Software\GAMES\GAMES\COOP\Lego Voyagers.mp4;False;False;OK;From the makers of LEGO Builder's Journey comes a new 2-player co-op adventure about friendship and play. When two friends make it their mission to rescue an abandoned spaceship, they embark on a journey beyond their wildest dreams.;Platform, Puzzle, Adventure;;;./images\Lego Voyagers.jpg;;2025.0;;;images\Lego Voyagers.jpg;False
Split Fiction;Split Fiction;Split Fiction;Warez;;\\madhdd02\Software\GAMES\GAMES\COOP\Split Fiction;\\madhdd02\Software\GAMES\GAMES\COOP\Split Fiction.mp4;False;False;OK;Split Fiction is a 2025 cooperative multiplayer game. It follows two writers, Mio Hudson and Zoe Foster, as they become trapped in their imaginations.;Platform, Puzzle, Adventure;;;./images\Split Fiction.jpg;;2025.0;;;images\Split Fiction.jpg;False
Children of Morta;Children of Morta;Children of Morta;Warez;;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Children of Morta;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Children of Morta.mp4;False;False;OK;Children of Morta is a narrative driven hack and slash roguelike. Take on the role of a member of the Bergson family, the Guardians of Mount Morta, as you fight desperately against the Corruption. Experience not only what it means to be a hero, but to be part of a family that bears the weight of the mountain together.;Role-playing (RPG), Adventure, Indie;;;./images\Children of Morta.jpg;;2019.0;;;images\Children of Morta.jpg;False
Cocoon;Cocoon;Cocoon;Warez;;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Cocoon;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Cocoon.mp4;False;False;OK;"Enter the world of Jade Cocoon: Story of the Tamamayu. As Levant. a Cocoon Master. you will engage powerful monsters in deadly one on one combat. As the magic and talon clashes of these battles turn to your favor you can call on the mystic cocoon powers and capture your fallen foe. Once captured these mighty creatures will be the key to unlocking the curse that has overcome your village.

The game combines elements of role-playing video games and digital pet virtual pet management. It was developed by Genki in collaboration with Katsuya Kondō, character designer for the Studio Ghibli movies ""Kiki's Delivery Service"" and ""I Can Hear the Sea"".";Role-playing (RPG), Adventure;;;./images\Cocoon.jpg;;1998.0;;;images\Cocoon.jpg;False
DarkStone;DarkStone;DarkStone;Warez;;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\DarkStone;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\DarkStone.mp4;False;False;OK;Lord Draak's henchmen are spreading chaos in Uma. Are you going to let them get away with it?;Role-playing (RPG);;;./images\DarkStone.jpg;;1999.0;;;images\DarkStone.jpg;False
Get Medieval;Get Medieval;Get Medieval;Warez;;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Get Medieval;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Get Medieval.mp4;False;False;OK;Get Medieval is an action video game developed and published by Monolith Productions for the PC. It was released in North America on August 22, 1998. It relies heavily on Gauntlet, and includes random dungeon layouts, gamepad support, and hotseat multiplayer.;Arcade;;;./images\Get Medieval.jpg;;1998.0;;;images\Get Medieval.jpg;False
Godstrike;Godstrike;Godstrike;Warez;;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Godstrike;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Godstrike.mp4;False;False;OK;Godstrike is a time based twin-stick shooter where you must face ruthless bosses in intense 1v1’s. Play as Talaal, the last Herald, hunted by her sibling. Time is your currency and health, use it to create ability combos and fight for glory on the highscores!;Shooter, Strategy, Adventure, Indie, Arcade;;;./images\Godstrike.jpg;;2021.0;;;images\Godstrike.jpg;False
Hexplore;Hexplore;Hexplore;Warez;;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Hexplore;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Hexplore.mp4;False;False;OK;The game features over 200 levels with puzzle-solving and combat, and allows up to 4 players in cooperative multiplayer mode. The game's engine utilises voxels for creating 3-D shapes and the level, being then relatively fast at the time it was released. The game world is seen from a top-down, isometric perspective, and the player is allowed to rotate the camera round the centre of view.;Puzzle, Role-playing (RPG), Adventure;;;./images\Hexplore.jpg;;1998.0;;;images\Hexplore.jpg;False
Nox;Nox;Nox;Warez;;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Nox;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Nox.mp4;False;False;OK;Official remake of the original Nox Timore, that was released in 2014. A nightmare, that you come back to every night. Mannequins. Darkness. Horror.;Indie;;;./images\Nox.jpg;;2022.0;;;images\Nox.jpg;False
Titan Souls;Titan Souls;Titan Souls;Warez;;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Titan Souls;\\madhdd02\Software\GAMES\GAMES\DUNGEON CRAWLER\Titan Souls.mp4;False;False;OK;Titan Souls is an indie action-adventure game centered around battling powerful bosses in a minimalist world. Players are equipped with a single arrow and one hit point, emphasizing precision, timing, and strategic movement. The game features pixel-art visuals, atmospheric environments, and a focus on trial-and-error gameplay.;Role-playing (RPG), Adventure, Indie;;;./images\Titan Souls.jpg;;2015.0;;;images\Titan Souls.jpg;False
Dead or Alive 6;Dead or Alive 6;Dead or Alive 6;Warez;;\\madhdd02\Software\GAMES\GAMES\FIGHTING\Dead or Alive 6;\\madhdd02\Software\GAMES\GAMES\FIGHTING\Dead or Alive 6.mp4;False;False;OK;Download this to use NiCO in DEAD OR ALIVE 6: Core Fighters. Note: This content is only for the holders of the DEAD OR ALIVE 6: Core Fighters version of the game.;Fighting;;;./images\Dead or Alive 6.jpg;;2019.0;;;images\Dead or Alive 6.jpg;False
Dragon Ball FighterZ;Dragon Ball FighterZ;Dragon Ball FighterZ;Warez;;\\madhdd02\Software\GAMES\GAMES\FIGHTING\Dragon Ball FighterZ;\\madhdd02\Software\GAMES\GAMES\FIGHTING\Dragon Ball FighterZ.mp4;False;False;OK;"Dragon Ball FighterZ
Dragon Ball FighterZ is born from what makes the Dragon Ball series so loved and famous: endless spectacular fights with its all-powerful fighters.

Partnering with Arc System Works, the game maximizes high-end Anime graphics and brings easy to learn but difficult to master fighting gameplay.

Dragon Ball Xenoverse 2
Dragon Ball Xenoverse 2 gives players an all-new Dragon Ball experience: Fly around Conton City with up to 300 other players, face off against super-powered bosses with 6-player teams and create your own character to save the Dragon Ball timeline in style.";Fighting;;;./images\Dragon Ball FighterZ.jpg;;2018.0;;;images\Dragon Ball FighterZ.jpg;False
